customer_id,customer_tenure,customer_location,customer_type,order_id,order_date,order_value,payment_method,order_frequency,discount_applied,return_status,product_category,product_sku,size,inventory_status,source,engagement_score
CUST00379,25,Kolkata,Returning,ORD000379,00:40:22,6319.07,COD,2,5,No,Shirts,SKU0379,XXL,In Stock,Email Marketing,86
CUST00380,35,Hyderabad,Returning,ORD000380,00:39:49,3119.58,Credit Card,1,5,No,Shirts,SKU0380,S,In Stock,Word of Mouth,85
CUST00381,25,Mumbai,Returning,ORD000381,00:14:36,3368.94,UPI,2,0,No,T-Shirts,SKU0381,XXL,In Stock,Google Ads,89
CUST00382,29,Chennai,Returning,ORD000382,00:39:17,4241.02,Wallet,4,0,No,Jackets,SKU0382,XL,In Stock,Email Marketing,75
CUST00383,18,Delhi,Returning,ORD000383,00:48:50,1805.58,Wallet,2,0,No,Jackets,SKU0383,L,In Stock,Instagram,39
CUST00384,46,Mumbai,Returning,ORD000384,00:26:40,877.87,COD,1,25,No,Jackets,SKU0384,L,In Stock,Google Ads,18
CUST00385,18,Delhi,Returning,ORD000385,00:41:59,2764.77,Wallet,7,20,No,Sweatshirts,SKU0385,XL,In Stock,Facebook Ads,46
CUST00386,2,Jaipur,New,ORD000386,00:19:38,2898.11,Wallet,8,15,Yes,Shirts,SKU0386,S,In Stock,Facebook Ads,64
CUST00387,54,Jaipur,Returning,ORD000387,00:39:06,500,Credit Card,6,10,No,Dresses,SKU0387,XL,In Stock,Google Ads,66
CUST00388,35,Pune,Returning,ORD000388,00:18:55,3062.61,Net Banking,4,40,Yes,Jeans,SKU0388,S,Out of Stock,Facebook Ads,90
CUST00389,16,Jaipur,Returning,ORD000389,00:09:01,4104.78,COD,6,0,No,Dresses,SKU0389,M,In Stock,Google Ads,17
CUST00390,41,Kolkata,Returning,ORD000390,00:17:50,1130.58,Credit Card,3,0,No,T-Shirts,SKU0390,L,In Stock,Instagram,49
CUST00391,36,Jaipur,Returning,ORD000391,00:58:44,3153.33,Net Banking,8,5,No,T-Shirts,SKU0391,S,In Stock,Google Ads,29
CUST00392,33,Bangalore,Returning,ORD000392,00:23:15,3838.4,Credit Card,2,25,No,Jackets,SKU0392,XXL,In Stock,Email Marketing,65
CUST00393,4,Chennai,New,ORD000393,00:13:31,3380.02,Credit Card,5,50,Yes,Dresses,SKU0393,XXL,In Stock,Email Marketing,4
CUST00394,33,Kolkata,Returning,ORD000394,00:54:36,3521.51,Wallet,1,0,No,Jackets,SKU0394,L,In Stock,Word of Mouth,92
CUST00395,14,Mumbai,Returning,ORD000395,00:50:49,2132.8,Net Banking,6,30,No,Sweatshirts,SKU0395,XL,In Stock,Facebook Ads,96
CUST00396,21,Pune,Returning,ORD000396,00:44:41,808.74,COD,2,30,No,T-Shirts,SKU0396,XL,In Stock,Facebook Ads,41
CUST00397,48,Pune,Returning,ORD000397,00:12:48,1829.28,COD,4,0,Yes,T-Shirts,SKU0397,S,Out of Stock,Google Ads,83
CUST00398,20,Pune,Returning,ORD000398,00:45:13,1620.91,Net Banking,6,5,No,Dresses,SKU0398,XL,In Stock,Facebook Ads,93
CUST00399,56,Mumbai,Returning,ORD000399,00:41:26,2379.61,Wallet,8,10,Yes,T-Shirts,SKU0399,L,In Stock,Email Marketing,4
CUST00400,8,Mumbai,New,ORD000400,00:50:38,4139.91,UPI,8,50,Yes,Sweatshirts,SKU0400,S,In Stock,Instagram,49
CUST00401,7,Mumbai,New,ORD000401,00:33:31,532.24,Credit Card,6,0,No,Sweatshirts,SKU0401,M,In Stock,Google Ads,84
CUST00402,3,Mumbai,New,ORD000402,00:56:35,2716.38,Wallet,4,25,No,Sweatshirts,SKU0402,XL,In Stock,Facebook Ads,57
CUST00403,17,Pune,Returning,ORD000403,00:29:44,904.9,Net Banking,8,5,No,Jeans,SKU0403,XL,In Stock,Email Marketing,78
CUST00404,33,Pune,Returning,ORD000404,00:25:35,1389.93,Credit Card,8,25,Yes,Sweatshirts,SKU0404,S,In Stock,Word of Mouth,83
CUST00405,48,Delhi,Returning,ORD000405,00:06:08,3338.11,COD,1,10,No,Sweatshirts,SKU0405,XXL,In Stock,Facebook Ads,7
CUST00406,12,Kolkata,New,ORD000406,00:53:31,715.08,UPI,4,15,No,Jeans,SKU0406,XL,In Stock,Instagram,30
CUST00407,59,Chennai,Returning,ORD000407,00:36:13,3601.37,COD,4,30,No,Jackets,SKU0407,L,In Stock,Instagram,11
CUST00408,51,Jaipur,Returning,ORD000408,00:14:57,500,Net Banking,7,30,No,Shirts,SKU0408,XL,In Stock,Facebook Ads,20
CUST00409,22,Jaipur,Returning,ORD000409,00:09:22,3500.47,Credit Card,7,30,No,T-Shirts,SKU0409,M,In Stock,Facebook Ads,93
CUST00410,55,Bangalore,Returning,ORD000410,00:23:04,500,Net Banking,8,0,No,Sweatshirts,SKU0410,XL,In Stock,Email Marketing,61
CUST00411,22,Pune,Returning,ORD000411,00:51:54,1573.28,Credit Card,5,20,No,T-Shirts,SKU0411,XXL,In Stock,Facebook Ads,90
CUST00412,46,Bangalore,Returning,ORD000412,00:45:13,5344.74,Wallet,7,0,No,Dresses,SKU0412,XL,In Stock,Word of Mouth,89
CUST00413,30,Kolkata,Returning,ORD000413,00:23:25,5062.82,UPI,8,10,No,T-Shirts,SKU0413,S,In Stock,Email Marketing,32
CUST00414,38,Kolkata,Returning,ORD000414,00:39:49,1881.21,Wallet,9,15,No,Jackets,SKU0414,XL,In Stock,Google Ads,25
CUST00415,38,Bangalore,Returning,ORD000415,00:12:04,3084.94,Wallet,3,10,No,Jeans,SKU0415,XXL,In Stock,Word of Mouth,89
CUST00416,45,Pune,Returning,ORD000416,00:48:07,4306.1,Net Banking,3,15,No,T-Shirts,SKU0416,S,In Stock,Email Marketing,99
CUST00417,51,Bangalore,Returning,ORD000417,00:06:29,3521.94,UPI,4,50,Yes,T-Shirts,SKU0417,L,In Stock,Email Marketing,39
CUST00418,54,Jaipur,Returning,ORD000418,00:25:46,2089.8,Credit Card,5,0,No,T-Shirts,SKU0418,S,In Stock,Instagram,64
CUST00419,8,Delhi,New,ORD000419,00:40:11,1377.05,Credit Card,1,20,No,Shirts,SKU0419,M,In Stock,Email Marketing,58
CUST00420,27,Jaipur,Returning,ORD000420,00:45:57,3802.15,COD,7,5,No,Shirts,SKU0420,S,In Stock,Word of Mouth,14
CUST00421,27,Hyderabad,Returning,ORD000421,00:33:09,4196.05,Credit Card,9,0,No,Dresses,SKU0421,L,In Stock,Facebook Ads,0
CUST00422,34,Pune,Returning,ORD000422,00:04:19,5073.55,Net Banking,8,0,No,Jeans,SKU0422,XL,Out of Stock,Word of Mouth,10
CUST00423,21,Pune,Returning,ORD000423,00:29:22,500,Wallet,5,40,No,T-Shirts,SKU0423,S,In Stock,Google Ads,54
CUST00424,30,Chennai,Returning,ORD000424,00:04:41,620.31,Wallet,4,30,No,T-Shirts,SKU0424,S,In Stock,Email Marketing,1
CUST00425,33,Mumbai,Returning,ORD000425,00:20:22,4242.89,Wallet,7,40,No,T-Shirts,SKU0425,S,In Stock,Email Marketing,64
CUST00426,28,Hyderabad,Returning,ORD000426,00:21:16,500,UPI,5,50,No,T-Shirts,SKU0426,S,In Stock,Email Marketing,94
CUST00427,47,Kolkata,Returning,ORD000427,00:11:21,4357.82,Credit Card,7,0,Yes,Shirts,SKU0427,L,In Stock,Email Marketing,43
CUST00428,33,Pune,Returning,ORD000428,00:38:44,2177.6,Net Banking,1,5,No,Jackets,SKU0428,XXL,In Stock,Instagram,15
CUST00429,5,Bangalore,New,ORD000429,00:09:22,1718.63,UPI,1,20,Yes,Jackets,SKU0429,XXL,In Stock,Instagram,21
CUST00430,60,Hyderabad,Returning,ORD000430,00:57:40,2808.14,COD,3,10,No,Dresses,SKU0430,S,In Stock,Facebook Ads,17
CUST00431,48,Chennai,Returning,ORD000431,00:00:22,500,Net Banking,2,10,No,Sweatshirts,SKU0431,L,In Stock,Email Marketing,46
CUST00432,19,Kolkata,Returning,ORD000432,00:51:32,3736.02,Net Banking,2,5,No,Jeans,SKU0432,L,In Stock,Google Ads,80
CUST00433,4,Mumbai,New,ORD000433,00:32:26,5034.46,Net Banking,7,15,No,Jackets,SKU0433,S,Out of Stock,Facebook Ads,29
CUST00434,35,Mumbai,Returning,ORD000434,00:14:03,3805.86,Wallet,2,15,No,T-Shirts,SKU0434,M,In Stock,Email Marketing,9
CUST00435,49,Chennai,Returning,ORD000435,00:24:41,2130.24,Net Banking,4,0,No,Jackets,SKU0435,S,In Stock,Instagram,98
CUST00436,17,Chennai,Returning,ORD000436,00:56:56,500,Credit Card,2,10,No,Dresses,SKU0436,M,In Stock,Google Ads,57
CUST00437,44,Bangalore,Returning,ORD000437,00:23:04,500,Net Banking,6,15,No,Sweatshirts,SKU0437,S,In Stock,Facebook Ads,61
CUST00438,28,Pune,Returning,ORD000438,00:47:02,505.54,Wallet,8,15,No,Jackets,SKU0438,M,Out of Stock,Google Ads,84
CUST00439,30,Mumbai,Returning,ORD000439,00:08:07,2481.58,Net Banking,4,0,No,Dresses,SKU0439,M,In Stock,Email Marketing,79
CUST00440,29,Kolkata,Returning,ORD000440,00:42:42,2670.1,COD,5,25,No,Shirts,SKU0440,S,In Stock,Word of Mouth,5
CUST00441,46,Hyderabad,Returning,ORD000441,00:49:22,3802.67,COD,4,0,No,Sweatshirts,SKU0441,M,In Stock,Google Ads,66
CUST00442,53,Kolkata,Returning,ORD000442,00:46:18,500,Wallet,3,5,No,Dresses,SKU0442,XL,In Stock,Google Ads,40
CUST00443,6,Delhi,New,ORD000443,00:04:52,4466.82,Credit Card,5,25,No,Jackets,SKU0443,XXL,In Stock,Instagram,42
CUST00444,35,Delhi,Returning,ORD000444,00:59:17,3541.61,Credit Card,9,15,No,Shirts,SKU0444,L,In Stock,Email Marketing,84
CUST00445,60,Chennai,Returning,ORD000445,00:18:33,2009.75,UPI,8,0,Yes,Dresses,SKU0445,M,Out of Stock,Google Ads,76
CUST00446,41,Bangalore,Returning,ORD000446,00:52:04,715.36,Wallet,8,20,No,Dresses,SKU0446,M,Out of Stock,Email Marketing,17
CUST00447,37,Delhi,Returning,ORD000447,00:47:45,4373.71,Net Banking,8,15,No,Jackets,SKU0447,L,Out of Stock,Instagram,57
CUST00448,24,Mumbai,Returning,ORD000448,00:58:12,2049.86,Wallet,8,25,No,Sweatshirts,SKU0448,M,In Stock,Email Marketing,59
CUST00449,29,Kolkata,Returning,ORD000449,00:24:09,2469.97,UPI,7,25,No,Shirts,SKU0449,L,In Stock,Instagram,87
CUST00450,49,Kolkata,Returning,ORD000450,00:32:58,3075.42,Wallet,8,20,No,T-Shirts,SKU0450,S,In Stock,Instagram,26
CUST00451,46,Chennai,Returning,ORD000451,00:11:10,1130.2,Wallet,8,10,No,Jeans,SKU0451,XL,In Stock,Facebook Ads,67
CUST00452,53,Pune,Returning,ORD000452,00:32:04,2076.73,UPI,8,0,No,Sweatshirts,SKU0452,XL,In Stock,Email Marketing,21
CUST00453,31,Pune,Returning,ORD000453,00:44:09,3797.98,Credit Card,7,0,No,Shirts,SKU0453,XXL,In Stock,Word of Mouth,23
CUST00454,35,Hyderabad,Returning,ORD000454,00:06:08,3646.14,Net Banking,1,10,No,Dresses,SKU0454,M,In Stock,Facebook Ads,39
CUST00455,60,Chennai,Returning,ORD000455,00:56:24,3659.66,UPI,4,15,No,Shirts,SKU0455,XXL,In Stock,Instagram,73
CUST00456,33,Jaipur,Returning,ORD000456,00:03:15,767.23,COD,4,15,Yes,Jeans,SKU0456,S,Out of Stock,Word of Mouth,65
CUST00457,52,Hyderabad,Returning,ORD000457,00:26:40,2145.13,Credit Card,5,0,No,Jackets,SKU0457,XL,In Stock,Google Ads,39
CUST00458,21,Jaipur,Returning,ORD000458,00:03:36,1905.41,COD,6,0,No,Jeans,SKU0458,S,Out of Stock,Google Ads,5
CUST00459,32,Pune,Returning,ORD000459,00:45:35,3137.77,Credit Card,4,10,No,T-Shirts,SKU0459,S,In Stock,Facebook Ads,17
CUST00460,23,Chennai,Returning,ORD000460,00:30:49,3003.49,Net Banking,2,0,Yes,T-Shirts,SKU0460,M,In Stock,Word of Mouth,80
CUST00461,33,Jaipur,Returning,ORD000461,00:07:45,2733.14,Net Banking,6,25,No,Jeans,SKU0461,S,In Stock,Email Marketing,86
CUST00462,3,Chennai,New,ORD000462,00:30:16,6198.6,Wallet,8,0,No,Sweatshirts,SKU0462,XL,In Stock,Word of Mouth,29
CUST00463,18,Chennai,Returning,ORD000463,00:23:47,2063.79,COD,8,15,No,Sweatshirts,SKU0463,XXL,Out of Stock,Facebook Ads,20
CUST00464,25,Pune,Returning,ORD000464,00:05:24,1888.27,Credit Card,7,40,No,Dresses,SKU0464,XL,In Stock,Email Marketing,61
CUST00465,42,Hyderabad,Returning,ORD000465,00:26:40,764.88,Net Banking,6,0,Yes,T-Shirts,SKU0465,M,In Stock,Email Marketing,9
CUST00466,31,Hyderabad,Returning,ORD000466,00:35:41,500,UPI,2,10,No,Dresses,SKU0466,XL,In Stock,Google Ads,12
CUST00467,54,Chennai,Returning,ORD000467,00:12:26,669.52,Net Banking,7,0,No,T-Shirts,SKU0467,L,In Stock,Word of Mouth,75
CUST00468,58,Delhi,Returning,ORD000468,00:58:01,1421.98,UPI,5,20,No,Jeans,SKU0468,XXL,In Stock,Email Marketing,8
CUST00469,3,Bangalore,New,ORD000469,00:20:00,4465.11,Credit Card,6,15,Yes,Sweatshirts,SKU0469,L,Out of Stock,Facebook Ads,67
CUST00470,40,Pune,Returning,ORD000470,00:23:25,2558.75,Net Banking,8,10,No,Sweatshirts,SKU0470,L,In Stock,Google Ads,38
CUST00471,46,Bangalore,Returning,ORD000471,00:31:54,2790,Net Banking,8,15,No,Jeans,SKU0471,M,In Stock,Email Marketing,23
CUST00472,24,Bangalore,Returning,ORD000472,00:48:17,2355.59,Credit Card,3,30,No,Dresses,SKU0472,S,In Stock,Word of Mouth,33
CUST00473,50,Hyderabad,Returning,ORD000473,00:38:12,3047.95,Net Banking,7,0,Yes,Dresses,SKU0473,L,In Stock,Google Ads,60
CUST00474,32,Hyderabad,Returning,ORD000474,00:27:45,4603.11,UPI,1,0,No,Shirts,SKU0474,XL,In Stock,Word of Mouth,40
CUST00475,47,Delhi,Returning,ORD000475,00:50:16,500,Net Banking,1,30,No,T-Shirts,SKU0475,S,Out of Stock,Word of Mouth,4
CUST00476,22,Bangalore,Returning,ORD000476,00:58:55,4327.51,COD,7,15,No,Dresses,SKU0476,XL,In Stock,Word of Mouth,78
CUST00477,23,Bangalore,Returning,ORD000477,00:43:36,500,Wallet,9,30,No,Jeans,SKU0477,XL,In Stock,Google Ads,49
CUST00478,2,Chennai,New,ORD000478,00:04:30,2542.3,UPI,7,15,No,Dresses,SKU0478,S,In Stock,Email Marketing,3
CUST00479,27,Hyderabad,Returning,ORD000479,00:17:29,5787.86,COD,5,30,No,Sweatshirts,SKU0479,S,In Stock,Instagram,50
CUST00480,42,Bangalore,Returning,ORD000480,00:48:50,3520.99,Credit Card,8,10,Yes,T-Shirts,SKU0480,XL,In Stock,Email Marketing,51
CUST00481,2,Kolkata,New,ORD000481,00:30:38,3059.59,UPI,2,25,No,Jackets,SKU0481,M,In Stock,Google Ads,38
CUST00482,26,Delhi,Returning,ORD000482,00:05:14,5502.92,Wallet,9,40,Yes,Shirts,SKU0482,XXL,In Stock,Instagram,7
CUST00483,17,Jaipur,Returning,ORD000483,00:31:21,1445.41,Wallet,6,15,No,T-Shirts,SKU0483,XXL,In Stock,Instagram,44
CUST00484,40,Kolkata,Returning,ORD000484,00:27:45,3150.95,Credit Card,9,0,No,Sweatshirts,SKU0484,M,In Stock,Instagram,87
CUST00485,33,Kolkata,Returning,ORD000485,00:00:54,3367.18,Credit Card,2,0,No,Sweatshirts,SKU0485,S,In Stock,Facebook Ads,27
CUST00486,9,Jaipur,New,ORD000486,00:19:17,1716.4,UPI,3,0,Yes,Sweatshirts,SKU0486,XL,In Stock,Google Ads,26
CUST00487,43,Pune,Returning,ORD000487,00:53:42,1848.83,Net Banking,8,0,No,Sweatshirts,SKU0487,XXL,In Stock,Facebook Ads,64
CUST00488,54,Pune,Returning,ORD000488,00:45:24,1684.33,Credit Card,1,5,No,Jeans,SKU0488,XL,In Stock,Instagram,33
CUST00489,48,Delhi,Returning,ORD000489,00:49:11,2630.97,Net Banking,7,15,Yes,Shirts,SKU0489,M,In Stock,Facebook Ads,80
CUST00490,39,Kolkata,Returning,ORD000490,00:19:28,3320.04,COD,7,15,Yes,Jackets,SKU0490,XL,In Stock,Facebook Ads,100
CUST00491,29,Bangalore,Returning,ORD000491,00:32:58,2684.85,Wallet,1,10,Yes,Sweatshirts,SKU0491,M,In Stock,Google Ads,61
CUST00492,42,Hyderabad,Returning,ORD000492,00:02:42,3564.19,Net Banking,9,20,No,Sweatshirts,SKU0492,S,Out of Stock,Word of Mouth,61
CUST00493,55,Delhi,Returning,ORD000493,00:05:14,500,Wallet,8,0,No,Dresses,SKU0493,M,In Stock,Facebook Ads,37
CUST00494,26,Chennai,Returning,ORD000494,00:02:31,2172.62,Net Banking,4,0,No,Shirts,SKU0494,M,In Stock,Facebook Ads,25
CUST00495,35,Jaipur,Returning,ORD000495,00:41:48,964.87,COD,5,0,Yes,T-Shirts,SKU0495,XXL,Out of Stock,Instagram,23
CUST00496,50,Kolkata,Returning,ORD000496,00:09:22,2952.58,Credit Card,2,15,No,Shirts,SKU0496,XL,In Stock,Instagram,38
CUST00497,25,Delhi,Returning,ORD000497,00:40:32,2930.38,COD,9,0,No,Shirts,SKU0497,XXL,In Stock,Instagram,20
CUST00498,24,Mumbai,Returning,ORD000498,00:12:58,2326.57,Credit Card,6,0,No,Jackets,SKU0498,L,In Stock,Email Marketing,93
CUST00499,13,Mumbai,Returning,ORD000499,00:41:26,3265.42,Credit Card,3,10,No,Shirts,SKU0499,M,In Stock,Facebook Ads,46
CUST00500,60,Pune,Returning,ORD000500,00:55:51,3996.72,Wallet,7,30,Yes,Jackets,SKU0500,L,In Stock,Instagram,47
CUST00501,58,Jaipur,Returning,ORD000501,00:01:26,2409.22,COD,9,0,Yes,Sweatshirts,SKU0501,XXL,In Stock,Google Ads,12
CUST00502,7,Hyderabad,New,ORD000502,00:31:32,922.46,Net Banking,3,20,Yes,Sweatshirts,SKU0502,XL,In Stock,Email Marketing,100
CUST00503,57,Bangalore,Returning,ORD000503,00:34:57,500,COD,2,20,No,Jeans,SKU0503,XXL,Out of Stock,Word of Mouth,2
CUST00504,36,Hyderabad,Returning,ORD000504,00:46:08,2554.17,Wallet,7,25,Yes,Jackets,SKU0504,XL,In Stock,Facebook Ads,31
CUST00505,45,Hyderabad,Returning,ORD000505,00:49:00,2862.8,Credit Card,7,40,No,Jackets,SKU0505,XL,In Stock,Facebook Ads,34
CUST00506,20,Hyderabad,Returning,ORD000506,00:41:05,1045.71,Wallet,4,0,No,T-Shirts,SKU0506,S,In Stock,Google Ads,18
CUST00507,1,Jaipur,New,ORD000507,00:49:55,3588.65,UPI,9,0,No,Dresses,SKU0507,M,In Stock,Word of Mouth,13
CUST00508,8,Hyderabad,New,ORD000508,00:58:01,1811.56,UPI,8,30,No,Shirts,SKU0508,XXL,In Stock,Word of Mouth,47
CUST00509,46,Chennai,Returning,ORD000509,00:02:20,500,Net Banking,1,10,No,T-Shirts,SKU0509,XL,In Stock,Email Marketing,85
CUST00510,16,Jaipur,Returning,ORD000510,00:43:04,4384.65,Wallet,1,15,No,Jackets,SKU0510,XXL,In Stock,Facebook Ads,80
CUST00511,14,Chennai,Returning,ORD000511,00:51:00,4215.98,Net Banking,5,20,Yes,T-Shirts,SKU0511,XXL,In Stock,Instagram,67
CUST00512,12,Jaipur,New,ORD000512,00:27:12,500,Net Banking,6,20,No,Jeans,SKU0512,XL,In Stock,Google Ads,44
CUST00513,51,Pune,Returning,ORD000513,00:17:50,1656.1,UPI,3,40,No,Dresses,SKU0513,L,In Stock,Google Ads,18
CUST00514,23,Delhi,Returning,ORD000514,00:06:40,1597.62,Net Banking,9,50,No,Jackets,SKU0514,M,In Stock,Google Ads,63
CUST00515,15,Mumbai,Returning,ORD000515,00:55:41,4959.23,UPI,6,25,No,Jackets,SKU0515,M,In Stock,Google Ads,100
CUST00516,28,Hyderabad,Returning,ORD000516,00:16:02,2351.06,Credit Card,4,0,No,Shirts,SKU0516,S,In Stock,Instagram,65
CUST00517,34,Pune,Returning,ORD000517,00:12:15,500,Wallet,7,30,No,Dresses,SKU0517,S,In Stock,Instagram,78
CUST00518,2,Delhi,New,ORD000518,00:23:36,3823.16,Net Banking,8,0,No,Jeans,SKU0518,S,In Stock,Email Marketing,65
CUST00519,32,Mumbai,Returning,ORD000519,00:37:39,653.84,UPI,9,0,No,Sweatshirts,SKU0519,M,In Stock,Facebook Ads,74
CUST00520,23,Kolkata,Returning,ORD000520,00:36:56,2109.49,COD,6,30,Yes,T-Shirts,SKU0520,L,In Stock,Instagram,44
CUST00521,22,Bangalore,Returning,ORD000521,00:31:43,1345.35,Net Banking,6,0,No,Shirts,SKU0521,M,In Stock,Email Marketing,86
CUST00522,51,Chennai,Returning,ORD000522,00:42:31,1659.32,Credit Card,8,0,No,Jackets,SKU0522,M,In Stock,Word of Mouth,73
CUST00523,25,Kolkata,Returning,ORD000523,00:16:56,3905.89,Credit Card,5,0,No,Sweatshirts,SKU0523,M,In Stock,Facebook Ads,66
CUST00524,58,Jaipur,Returning,ORD000524,00:49:33,4782,COD,3,30,No,Jeans,SKU0524,M,In Stock,Instagram,68
CUST00525,22,Mumbai,Returning,ORD000525,00:44:20,588.45,UPI,3,15,No,Dresses,SKU0525,L,In Stock,Word of Mouth,2
CUST00526,58,Kolkata,Returning,ORD000526,00:16:35,3439.11,Net Banking,6,20,Yes,T-Shirts,SKU0526,S,In Stock,Email Marketing,37
CUST00527,58,Bangalore,Returning,ORD000527,00:50:05,1400.87,UPI,2,0,No,Shirts,SKU0527,XXL,In Stock,Instagram,76
CUST00528,22,Pune,Returning,ORD000528,00:51:43,1447.49,Credit Card,6,25,No,Jackets,SKU0528,S,In Stock,Instagram,41
CUST00529,49,Mumbai,Returning,ORD000529,00:30:38,3235.95,UPI,6,25,No,Jackets,SKU0529,S,In Stock,Word of Mouth,82
CUST00530,52,Kolkata,Returning,ORD000530,00:34:25,958.15,Credit Card,8,5,Yes,Sweatshirts,SKU0530,XXL,In Stock,Instagram,39
CUST00531,42,Chennai,Returning,ORD000531,00:51:43,3205.9,UPI,7,10,No,Sweatshirts,SKU0531,M,In Stock,Google Ads,49
CUST00532,6,Chennai,New,ORD000532,00:23:25,3595.17,COD,8,0,No,T-Shirts,SKU0532,L,In Stock,Instagram,34
CUST00533,15,Delhi,Returning,ORD000533,00:51:00,1851.2,Wallet,9,50,No,Dresses,SKU0533,L,In Stock,Facebook Ads,23
CUST00534,54,Kolkata,Returning,ORD000534,00:02:31,4490.62,COD,6,20,No,Jeans,SKU0534,S,In Stock,Word of Mouth,87
CUST00535,43,Hyderabad,Returning,ORD000535,00:01:05,590.76,COD,3,40,Yes,Dresses,SKU0535,XXL,In Stock,Facebook Ads,16
CUST00536,60,Kolkata,Returning,ORD000536,00:58:12,4518.11,Wallet,3,5,No,Dresses,SKU0536,XL,In Stock,Email Marketing,39
CUST00537,37,Pune,Returning,ORD000537,00:35:30,500,Wallet,1,25,No,Dresses,SKU0537,M,In Stock,Facebook Ads,73
CUST00538,33,Mumbai,Returning,ORD000538,00:25:03,6549.57,Net Banking,5,25,No,T-Shirts,SKU0538,S,In Stock,Google Ads,65
CUST00539,8,Mumbai,New,ORD000539,00:47:56,1890.7,Net Banking,4,20,No,T-Shirts,SKU0539,L,In Stock,Google Ads,43
CUST00540,53,Pune,Returning,ORD000540,00:10:38,756.54,COD,9,50,Yes,Jeans,SKU0540,XXL,In Stock,Facebook Ads,22
CUST00541,60,Kolkata,Returning,ORD000541,00:55:19,2150.99,COD,9,5,No,Dresses,SKU0541,XXL,In Stock,Email Marketing,5
CUST00542,44,Pune,Returning,ORD000542,00:27:02,930.28,Credit Card,5,0,No,T-Shirts,SKU0542,S,Out of Stock,Instagram,65
CUST00543,44,Bangalore,Returning,ORD000543,00:28:17,3080.45,Credit Card,4,20,No,Jeans,SKU0543,XL,In Stock,Google Ads,20
CUST00544,5,Jaipur,New,ORD000544,00:13:52,4551.49,Net Banking,7,25,No,Jackets,SKU0544,L,In Stock,Facebook Ads,34
CUST00545,39,Pune,Returning,ORD000545,00:31:10,1009.82,Net Banking,6,15,No,Jeans,SKU0545,S,In Stock,Facebook Ads,28
CUST00546,4,Chennai,New,ORD000546,00:53:31,3369.1,Credit Card,4,0,No,Dresses,SKU0546,XL,In Stock,Facebook Ads,6
CUST00547,6,Pune,New,ORD000547,00:00:00,500,Credit Card,2,15,Yes,Shirts,SKU0547,XXL,In Stock,Instagram,92
CUST00548,45,Mumbai,Returning,ORD000548,00:30:49,4049.43,UPI,1,5,No,Dresses,SKU0548,M,In Stock,Word of Mouth,52
CUST00549,32,Chennai,Returning,ORD000549,00:57:50,3124.35,UPI,4,10,No,Shirts,SKU0549,L,In Stock,Email Marketing,36
CUST00550,52,Mumbai,Returning,ORD000550,00:22:53,4114.27,Credit Card,4,20,No,Jeans,SKU0550,L,In Stock,Word of Mouth,22
CUST00551,30,Delhi,Returning,ORD000551,00:49:00,2316.48,UPI,1,25,No,Jackets,SKU0551,XL,In Stock,Email Marketing,96
CUST00552,47,Hyderabad,Returning,ORD000552,00:40:32,1847.27,Wallet,6,0,No,Jackets,SKU0552,S,In Stock,Email Marketing,7
CUST00553,35,Mumbai,Returning,ORD000553,00:20:43,3724.18,Net Banking,4,10,No,T-Shirts,SKU0553,XXL,Out of Stock,Facebook Ads,75
CUST00554,55,Chennai,Returning,ORD000554,00:02:10,537.93,Net Banking,1,0,No,Jackets,SKU0554,XL,In Stock,Google Ads,47
CUST00555,40,Delhi,Returning,ORD000555,00:32:04,500,Credit Card,1,0,No,Sweatshirts,SKU0555,M,In Stock,Facebook Ads,9
CUST00556,52,Mumbai,Returning,ORD000556,00:42:42,2492.56,COD,1,25,No,Jeans,SKU0556,M,In Stock,Instagram,78
CUST00557,16,Bangalore,Returning,ORD000557,00:36:56,1915.61,Credit Card,8,40,Yes,T-Shirts,SKU0557,M,In Stock,Email Marketing,23
CUST00558,13,Pune,Returning,ORD000558,00:28:28,3330.75,UPI,8,5,No,Jackets,SKU0558,XL,In Stock,Google Ads,89
CUST00559,50,Hyderabad,Returning,ORD000559,00:37:39,4137.33,COD,2,25,Yes,Jeans,SKU0559,XXL,In Stock,Email Marketing,46
CUST00560,60,Mumbai,Returning,ORD000560,00:43:04,3299.52,UPI,7,30,No,Dresses,SKU0560,L,In Stock,Email Marketing,52
CUST00561,42,Delhi,Returning,ORD000561,00:30:16,4017.85,Wallet,8,30,No,Jackets,SKU0561,S,In Stock,Facebook Ads,38
CUST00562,30,Bangalore,Returning,ORD000562,00:01:59,2981.58,UPI,8,0,No,Shirts,SKU0562,L,In Stock,Google Ads,66
CUST00563,19,Kolkata,Returning,ORD000563,00:13:20,3241.89,Wallet,7,50,No,Jeans,SKU0563,XXL,In Stock,Google Ads,65
CUST00564,17,Delhi,Returning,ORD000564,00:35:30,2325.01,Wallet,5,5,No,T-Shirts,SKU0564,L,Out of Stock,Email Marketing,5
CUST00565,56,Pune,Returning,ORD000565,00:39:28,3197.57,UPI,1,5,Yes,Dresses,SKU0565,XL,In Stock,Google Ads,20
CUST00566,19,Delhi,Returning,ORD000566,00:48:39,2749.98,UPI,9,0,No,Sweatshirts,SKU0566,M,In Stock,Google Ads,72
