customer_id,customer_tenure,customer_location,customer_type,order_id,order_date,order_value,payment_method,order_frequency,discount_applied,return_status,product_category,product_sku,size,inventory_status,source,engagement_score,tenure_category,customer_lifetime_value,total_sales,risk_of_stockout
CUST00303,60,Kolkata,Returning,ORD000303,00:25:46,3758.78,COD,7,30,Yes,Dresses,SKU0303,L,In Stock,Facebook Ads,38,High,26311.460000000003,2631.146,True
CUST00304,59,Jaipur,Returning,ORD000304,00:00:54,5223.06,Wallet,8,20,Yes,T-Shirts,SKU0304,M,In Stock,Facebook Ads,20,High,41784.48,4178.448,True
CUST00305,6,Kolkata,New,ORD000305,00:04:41,1014.96,Wallet,6,25,No,Shirts,SKU0305,S,In Stock,Word of Mouth,39,Very Low,6089.76,761.22,True
CUST00306,16,Chennai,Returning,ORD000306,00:49:55,1839.99,Credit Card,2,15,Yes,Shirts,SKU0306,L,Out of Stock,Instagram,100,Low,3679.98,1563.9914999999999,False
CUST00307,29,Kolkata,Returning,ORD000307,00:16:02,500.0,Credit Card,2,10,Yes,Jeans,SKU0307,XL,In Stock,Instagram,81,Low,1000.0,450.0,False
CUST00308,3,Bangalore,New,ORD000308,00:05:57,3896.51,Credit Card,8,50,No,Dresses,SKU0308,L,In Stock,Facebook Ads,53,Very Low,31172.08,1948.255,True
CUST00309,20,Pune,Returning,ORD000309,00:52:04,1998.24,Wallet,1,15,Yes,Shirts,SKU0309,XXL,In Stock,Google Ads,11,Low,1998.24,1698.504,False
CUST00310,60,Hyderabad,Returning,ORD000310,00:07:34,2809.29,Wallet,6,20,Yes,Shirts,SKU0310,XL,In Stock,Facebook Ads,80,High,16855.739999999998,2247.4320000000002,True
CUST00311,59,Chennai,Returning,ORD000311,00:45:46,1593.49,Wallet,6,0,Yes,Dresses,SKU0311,XL,In Stock,Word of Mouth,36,High,9560.94,1593.49,True
CUST00312,36,Bangalore,Returning,ORD000312,00:42:10,2009.94,COD,4,20,Yes,Sweatshirts,SKU0312,L,In Stock,Email Marketing,37,Medium,8039.76,1607.9520000000002,False
CUST00313,19,Bangalore,Returning,ORD000313,00:15:08,4334.79,Wallet,3,15,Yes,Shirts,SKU0313,XXL,In Stock,Word of Mouth,14,Low,13004.369999999999,3684.5715,False
CUST00314,26,Mumbai,Returning,ORD000314,00:29:00,3541.35,COD,3,0,Yes,Jackets,SKU0314,S,In Stock,Google Ads,6,Low,10624.05,3541.35,False
CUST00315,3,Kolkata,New,ORD000315,00:38:34,2332.72,Credit Card,1,0,No,T-Shirts,SKU0315,L,In Stock,Facebook Ads,77,Very Low,2332.72,2332.72,False
CUST00316,19,Delhi,Returning,ORD000316,00:22:53,3651.72,Credit Card,3,20,Yes,Jeans,SKU0316,S,In Stock,Instagram,49,Low,10955.16,2921.376,False
CUST00317,20,Jaipur,Returning,ORD000317,00:49:44,3684.85,Credit Card,4,25,Yes,Shirts,SKU0317,L,In Stock,Facebook Ads,64,Low,14739.4,2763.6375,False
CUST00318,32,Delhi,Returning,ORD000318,00:18:01,1912.86,UPI,5,15,Yes,Jackets,SKU0318,S,In Stock,Google Ads,66,Medium,9564.3,1625.9309999999998,False
CUST00319,7,Chennai,New,ORD000319,00:10:38,500.0,UPI,3,0,No,Jackets,SKU0319,L,In Stock,Instagram,100,Very Low,1500.0,500.0,False
CUST00320,52,Pune,Returning,ORD000320,00:21:05,1151.26,Net Banking,6,20,Yes,Shirts,SKU0320,XL,In Stock,Word of Mouth,43,High,6907.5599999999995,921.008,True
CUST00321,41,Delhi,Returning,ORD000321,00:37:07,500.0,Net Banking,5,0,Yes,Sweatshirts,SKU0321,M,Out of Stock,Email Marketing,30,Medium,2500.0,500.0,False
CUST00322,33,Hyderabad,Returning,ORD000322,00:49:44,4246.65,Net Banking,3,10,Yes,T-Shirts,SKU0322,XL,In Stock,Email Marketing,42,Medium,12739.949999999999,3821.9849999999997,False
CUST00323,40,Delhi,Returning,ORD000323,00:52:48,4507.17,UPI,6,0,Yes,Jeans,SKU0323,S,In Stock,Facebook Ads,76,Medium,27043.02,4507.17,True
CUST00324,39,Chennai,Returning,ORD000324,00:04:09,4879.56,UPI,6,0,Yes,Shirts,SKU0324,XXL,In Stock,Word of Mouth,47,Medium,29277.36,4879.56,True
CUST00325,18,Jaipur,Returning,ORD000325,00:13:52,500.0,Net Banking,8,0,Yes,Jeans,SKU0325,XL,In Stock,Google Ads,81,Low,4000.0,500.0,True
CUST00326,40,Delhi,Returning,ORD000326,00:07:45,4107.1,Net Banking,2,5,Yes,Dresses,SKU0326,M,Out of Stock,Email Marketing,80,Medium,8214.2,3901.7450000000003,False
CUST00327,1,Hyderabad,New,ORD000327,00:54:25,5818.29,Wallet,1,0,No,Jackets,SKU0327,S,In Stock,Word of Mouth,80,Very Low,5818.29,5818.29,False
CUST00328,11,Mumbai,New,ORD000328,00:26:08,4167.98,Net Banking,4,5,No,Jackets,SKU0328,XL,In Stock,Facebook Ads,60,Very Low,16671.92,3959.580999999999,False
CUST00329,28,Pune,Returning,ORD000329,00:20:54,500.0,Wallet,7,15,Yes,Shirts,SKU0329,L,In Stock,Instagram,74,Low,3500.0,425.0,True
CUST00330,57,Chennai,Returning,ORD000330,00:50:38,5152.45,COD,3,10,Yes,Shirts,SKU0330,XXL,In Stock,Facebook Ads,83,High,15457.349999999999,4637.205,False
CUST00331,25,Mumbai,Returning,ORD000331,00:50:27,2562.53,UPI,3,5,Yes,Dresses,SKU0331,S,In Stock,Facebook Ads,9,Low,7687.59,2434.4035,False
CUST00332,50,Mumbai,Returning,ORD000332,00:52:15,2151.4,Net Banking,5,30,Yes,Sweatshirts,SKU0332,XL,In Stock,Word of Mouth,28,High,10757.0,1505.98,False
CUST00333,23,Mumbai,Returning,ORD000333,00:08:50,3176.64,UPI,5,0,Yes,Shirts,SKU0333,S,In Stock,Email Marketing,47,Low,15883.199999999999,3176.64,False
CUST00334,31,Bangalore,Returning,ORD000334,00:32:48,926.49,UPI,3,15,Yes,Jackets,SKU0334,L,In Stock,Word of Mouth,97,Medium,2779.4700000000003,787.5165,False
CUST00335,30,Pune,Returning,ORD000335,00:44:30,2504.17,UPI,9,0,Yes,Jeans,SKU0335,M,In Stock,Instagram,80,Low,22537.53,2504.17,True
CUST00336,42,Jaipur,Returning,ORD000336,00:34:36,4930.64,COD,4,0,Yes,T-Shirts,SKU0336,XL,In Stock,Word of Mouth,61,Medium,19722.56,4930.64,False
CUST00337,35,Kolkata,Returning,ORD000337,00:29:33,3433.6,Credit Card,3,15,Yes,Jeans,SKU0337,S,Out of Stock,Google Ads,12,Medium,10300.8,2918.56,False
CUST00338,7,Pune,New,ORD000338,00:37:07,2587.6,Net Banking,2,15,No,Sweatshirts,SKU0338,S,In Stock,Facebook Ads,43,Very Low,5175.2,2199.46,False
CUST00339,60,Bangalore,Returning,ORD000339,00:55:51,2634.41,Credit Card,9,30,Yes,T-Shirts,SKU0339,S,In Stock,Email Marketing,46,High,23709.69,1844.0869999999998,True
CUST00340,16,Kolkata,Returning,ORD000340,00:40:43,727.91,Credit Card,4,15,Yes,Jeans,SKU0340,M,In Stock,Instagram,63,Low,2911.64,618.7235,False
CUST00341,26,Pune,Returning,ORD000341,00:56:35,2275.02,Credit Card,3,50,Yes,Jeans,SKU0341,S,In Stock,Facebook Ads,90,Low,6825.0599999999995,1137.51,False
CUST00342,48,Mumbai,Returning,ORD000342,00:49:22,500.0,UPI,7,0,Yes,Dresses,SKU0342,XXL,In Stock,Word of Mouth,52,High,3500.0,500.0,True
CUST00343,57,Chennai,Returning,ORD000343,00:27:34,4033.66,Wallet,8,0,Yes,Sweatshirts,SKU0343,XXL,In Stock,Google Ads,89,High,32269.28,4033.66,True
CUST00344,52,Kolkata,Returning,ORD000344,00:36:02,500.0,UPI,2,0,Yes,Jackets,SKU0344,S,In Stock,Word of Mouth,91,High,1000.0,500.0,False
CUST00345,60,Hyderabad,Returning,ORD000345,00:43:47,3782.35,UPI,7,0,Yes,Dresses,SKU0345,XXL,In Stock,Facebook Ads,76,High,26476.45,3782.35,True
CUST00346,49,Hyderabad,Returning,ORD000346,00:11:32,3969.12,Credit Card,5,15,Yes,T-Shirts,SKU0346,XL,In Stock,Instagram,75,High,19845.6,3373.752,False
CUST00347,2,Delhi,New,ORD000347,00:47:02,4478.15,UPI,5,20,No,Jackets,SKU0347,XXL,In Stock,Email Marketing,43,Very Low,22390.75,3582.52,False
CUST00348,1,Kolkata,New,ORD000348,00:42:21,2630.29,Credit Card,3,0,No,Dresses,SKU0348,S,In Stock,Facebook Ads,27,Very Low,7890.87,2630.29,False
CUST00349,48,Chennai,Returning,ORD000349,00:53:20,3874.94,Wallet,5,40,Yes,Sweatshirts,SKU0349,L,Out of Stock,Instagram,1,High,19374.7,2324.964,False
CUST00350,12,Jaipur,New,ORD000350,00:38:34,2260.38,Net Banking,2,30,No,Shirts,SKU0350,XL,In Stock,Facebook Ads,100,Very Low,4520.76,1582.266,False
CUST00351,5,Bangalore,New,ORD000351,00:05:57,719.95,Credit Card,4,0,No,Shirts,SKU0351,M,In Stock,Google Ads,56,Very Low,2879.8,719.95,False
CUST00352,37,Mumbai,Returning,ORD000352,00:28:07,4796.1,Wallet,6,0,Yes,T-Shirts,SKU0352,S,In Stock,Word of Mouth,56,Medium,28776.600000000002,4796.1,True
CUST00353,32,Delhi,Returning,ORD000353,00:20:54,2354.67,Net Banking,1,0,Yes,Shirts,SKU0353,M,In Stock,Email Marketing,33,Medium,2354.67,2354.67,False
CUST00354,59,Hyderabad,Returning,ORD000354,00:21:27,500.0,COD,4,0,Yes,Dresses,SKU0354,L,In Stock,Instagram,86,High,2000.0,500.0,False
CUST00355,55,Bangalore,Returning,ORD000355,00:18:44,1799.78,Credit Card,6,0,Yes,T-Shirts,SKU0355,M,In Stock,Email Marketing,57,High,10798.68,1799.78,True
CUST00356,9,Bangalore,New,ORD000356,00:29:00,1859.01,Credit Card,9,15,No,Jackets,SKU0356,S,In Stock,Email Marketing,51,Very Low,16731.09,1580.1585,True
CUST00357,41,Mumbai,Returning,ORD000357,00:07:56,3192.55,COD,2,0,Yes,Sweatshirts,SKU0357,S,In Stock,Email Marketing,28,Medium,6385.1,3192.55,False
CUST00358,35,Jaipur,Returning,ORD000358,00:30:59,6020.57,COD,7,5,Yes,T-Shirts,SKU0358,L,In Stock,Instagram,34,Medium,42143.99,5719.541499999999,True
CUST00359,19,Jaipur,Returning,ORD000359,00:34:03,3283.63,Credit Card,6,50,Yes,Jackets,SKU0359,S,In Stock,Instagram,74,Low,19701.78,1641.815,True
CUST00360,48,Kolkata,Returning,ORD000360,00:36:24,2810.27,COD,2,20,Yes,T-Shirts,SKU0360,L,In Stock,Email Marketing,47,High,5620.54,2248.216,False
CUST00361,16,Hyderabad,Returning,ORD000361,00:29:55,6183.66,UPI,8,40,Yes,Jeans,SKU0361,L,In Stock,Word of Mouth,32,Low,49469.28,3710.196,True
CUST00362,3,Jaipur,New,ORD000362,00:32:26,3968.34,Net Banking,7,0,No,Jeans,SKU0362,S,In Stock,Facebook Ads,74,Very Low,27778.38,3968.34,True
CUST00363,20,Chennai,Returning,ORD000363,00:40:22,2881.37,Net Banking,5,5,Yes,T-Shirts,SKU0363,XXL,In Stock,Email Marketing,72,Low,14406.849999999999,2737.3014999999996,False
CUST00364,24,Jaipur,Returning,ORD000364,00:02:53,1780.88,Net Banking,5,15,Yes,Shirts,SKU0364,L,In Stock,Google Ads,77,Low,8904.400000000001,1513.748,False
CUST00365,54,Bangalore,Returning,ORD000365,00:55:30,2974.3,UPI,7,0,Yes,Jeans,SKU0365,S,In Stock,Email Marketing,8,High,20820.100000000002,2974.3,True
CUST00366,56,Mumbai,Returning,ORD000366,00:05:24,2400.41,COD,9,0,Yes,Sweatshirts,SKU0366,XXL,In Stock,Instagram,47,High,21603.69,2400.41,True
CUST00367,33,Chennai,Returning,ORD000367,00:45:24,2637.15,Wallet,9,20,Yes,Jackets,SKU0367,L,In Stock,Facebook Ads,66,Medium,23734.350000000002,2109.7200000000003,True
CUST00368,24,Kolkata,Returning,ORD000368,00:43:36,4471.6,COD,9,20,Yes,Dresses,SKU0368,XXL,Out of Stock,Google Ads,92,Low,40244.4,3577.2800000000007,False
CUST00369,52,Hyderabad,Returning,ORD000369,00:04:30,1689.52,Credit Card,6,10,Yes,Jeans,SKU0369,XL,In Stock,Facebook Ads,82,High,10137.119999999999,1520.568,True
CUST00370,11,Kolkata,New,ORD000370,00:03:04,3270.31,Net Banking,6,10,No,T-Shirts,SKU0370,XL,In Stock,Facebook Ads,35,Very Low,19621.86,2943.279,True
CUST00371,49,Bangalore,Returning,ORD000371,00:57:50,3923.41,COD,3,10,Yes,Shirts,SKU0371,XXL,In Stock,Google Ads,95,High,11770.23,3531.069,False
CUST00372,8,Chennai,New,ORD000372,00:32:15,1506.83,Wallet,1,0,No,Dresses,SKU0372,L,In Stock,Email Marketing,70,Very Low,1506.83,1506.83,False
CUST00373,36,Chennai,Returning,ORD000373,00:51:43,1266.07,Credit Card,7,5,Yes,Jackets,SKU0373,S,In Stock,Email Marketing,91,Medium,8862.49,1202.7665,True
CUST00374,38,Chennai,Returning,ORD000374,00:10:05,2274.49,UPI,4,0,Yes,Jackets,SKU0374,M,In Stock,Email Marketing,43,Medium,9097.96,2274.49,False
CUST00375,40,Bangalore,Returning,ORD000375,00:42:10,1807.56,UPI,1,0,Yes,Jeans,SKU0375,S,In Stock,Word of Mouth,81,Medium,1807.56,1807.56,False
CUST00376,20,Bangalore,Returning,ORD000376,00:11:21,4228.5,Wallet,8,50,Yes,Jackets,SKU0376,M,In Stock,Email Marketing,59,Low,33828.0,2114.25,True
CUST00377,35,Kolkata,Returning,ORD000377,00:22:31,997.35,Credit Card,6,15,Yes,Jackets,SKU0377,M,In Stock,Google Ads,62,Medium,5984.1,847.7475,True
CUST00378,48,Delhi,Returning,ORD000378,00:36:45,2602.71,Net Banking,6,25,Yes,Shirts,SKU0378,L,In Stock,Word of Mouth,4,High,15616.26,1952.0325,True
CUST00379,25,Kolkata,Returning,ORD000379,00:40:22,6319.07,COD,2,5,Yes,Shirts,SKU0379,XXL,In Stock,Email Marketing,86,Low,12638.14,6003.116499999999,False
CUST00380,35,Hyderabad,Returning,ORD000380,00:39:49,3119.58,Credit Card,1,5,Yes,Shirts,SKU0380,S,In Stock,Word of Mouth,85,Medium,3119.58,2963.6009999999997,False
CUST00381,25,Mumbai,Returning,ORD000381,00:14:36,3368.94,UPI,2,0,Yes,T-Shirts,SKU0381,XXL,In Stock,Google Ads,89,Low,6737.88,3368.94,False
CUST00382,29,Chennai,Returning,ORD000382,00:39:17,4241.02,Wallet,4,0,Yes,Jackets,SKU0382,XL,In Stock,Email Marketing,75,Low,16964.08,4241.02,False
CUST00383,18,Delhi,Returning,ORD000383,00:48:50,1805.58,Wallet,2,0,Yes,Jackets,SKU0383,L,In Stock,Instagram,39,Low,3611.16,1805.58,False
CUST00384,46,Mumbai,Returning,ORD000384,00:26:40,877.87,COD,1,25,Yes,Jackets,SKU0384,L,In Stock,Google Ads,18,High,877.87,658.4025,False
CUST00385,18,Delhi,Returning,ORD000385,00:41:59,2764.77,Wallet,7,20,Yes,Sweatshirts,SKU0385,XL,In Stock,Facebook Ads,46,Low,19353.39,2211.8160000000003,True
CUST00386,2,Jaipur,New,ORD000386,00:19:38,2898.11,Wallet,8,15,No,Shirts,SKU0386,S,In Stock,Facebook Ads,64,Very Low,23184.88,2463.3935,True
CUST00387,54,Jaipur,Returning,ORD000387,00:39:06,500.0,Credit Card,6,10,Yes,Dresses,SKU0387,XL,In Stock,Google Ads,66,High,3000.0,450.0,True
CUST00388,35,Pune,Returning,ORD000388,00:18:55,3062.61,Net Banking,4,40,Yes,Jeans,SKU0388,S,Out of Stock,Facebook Ads,90,Medium,12250.44,1837.566,False
CUST00389,16,Jaipur,Returning,ORD000389,00:09:01,4104.78,COD,6,0,Yes,Dresses,SKU0389,M,In Stock,Google Ads,17,Low,24628.68,4104.78,True
CUST00390,41,Kolkata,Returning,ORD000390,00:17:50,1130.58,Credit Card,3,0,Yes,T-Shirts,SKU0390,L,In Stock,Instagram,49,Medium,3391.74,1130.58,False
CUST00391,36,Jaipur,Returning,ORD000391,00:58:44,3153.33,Net Banking,8,5,Yes,T-Shirts,SKU0391,S,In Stock,Google Ads,29,Medium,25226.64,2995.6634999999997,True
CUST00392,33,Bangalore,Returning,ORD000392,00:23:15,3838.4,Credit Card,2,25,Yes,Jackets,SKU0392,XXL,In Stock,Email Marketing,65,Medium,7676.8,2878.8,False
CUST00393,4,Chennai,New,ORD000393,00:13:31,3380.02,Credit Card,5,50,No,Dresses,SKU0393,XXL,In Stock,Email Marketing,4,Very Low,16900.1,1690.01,False
CUST00394,33,Kolkata,Returning,ORD000394,00:54:36,3521.51,Wallet,1,0,Yes,Jackets,SKU0394,L,In Stock,Word of Mouth,92,Medium,3521.51,3521.51,False
CUST00395,14,Mumbai,Returning,ORD000395,00:50:49,2132.8,Net Banking,6,30,Yes,Sweatshirts,SKU0395,XL,In Stock,Facebook Ads,96,Very Low,12796.800000000001,1492.96,True
CUST00396,21,Pune,Returning,ORD000396,00:44:41,808.74,COD,2,30,Yes,T-Shirts,SKU0396,XL,In Stock,Facebook Ads,41,Low,1617.48,566.1179999999999,False
CUST00397,48,Pune,Returning,ORD000397,00:12:48,1829.28,COD,4,0,Yes,T-Shirts,SKU0397,S,Out of Stock,Google Ads,83,High,7317.12,1829.28,False
CUST00398,20,Pune,Returning,ORD000398,00:45:13,1620.91,Net Banking,6,5,Yes,Dresses,SKU0398,XL,In Stock,Facebook Ads,93,Low,9725.460000000001,1539.8645,True
CUST00399,56,Mumbai,Returning,ORD000399,00:41:26,2379.61,Wallet,8,10,Yes,T-Shirts,SKU0399,L,In Stock,Email Marketing,4,High,19036.88,2141.6490000000003,True
CUST00400,8,Mumbai,New,ORD000400,00:50:38,4139.91,UPI,8,50,No,Sweatshirts,SKU0400,S,In Stock,Instagram,49,Very Low,33119.28,2069.955,True
CUST00401,7,Mumbai,New,ORD000401,00:33:31,532.24,Credit Card,6,0,No,Sweatshirts,SKU0401,M,In Stock,Google Ads,84,Very Low,3193.44,532.24,True
CUST00402,3,Mumbai,New,ORD000402,00:56:35,2716.38,Wallet,4,25,No,Sweatshirts,SKU0402,XL,In Stock,Facebook Ads,57,Very Low,10865.52,2037.285,False
CUST00403,17,Pune,Returning,ORD000403,00:29:44,904.9,Net Banking,8,5,Yes,Jeans,SKU0403,XL,In Stock,Email Marketing,78,Low,7239.2,859.655,True
CUST00404,33,Pune,Returning,ORD000404,00:25:35,1389.93,Credit Card,8,25,Yes,Sweatshirts,SKU0404,S,In Stock,Word of Mouth,83,Medium,11119.44,1042.4475,True
CUST00405,48,Delhi,Returning,ORD000405,00:06:08,3338.11,COD,1,10,Yes,Sweatshirts,SKU0405,XXL,In Stock,Facebook Ads,7,High,3338.11,3004.299,False
CUST00406,12,Kolkata,New,ORD000406,00:53:31,715.08,UPI,4,15,No,Jeans,SKU0406,XL,In Stock,Instagram,30,Very Low,2860.32,607.818,False
CUST00407,59,Chennai,Returning,ORD000407,00:36:13,3601.37,COD,4,30,Yes,Jackets,SKU0407,L,In Stock,Instagram,11,High,14405.48,2520.959,False
CUST00408,51,Jaipur,Returning,ORD000408,00:14:57,500.0,Net Banking,7,30,Yes,Shirts,SKU0408,XL,In Stock,Facebook Ads,20,High,3500.0,350.0,True
CUST00409,22,Jaipur,Returning,ORD000409,00:09:22,3500.47,Credit Card,7,30,Yes,T-Shirts,SKU0409,M,In Stock,Facebook Ads,93,Low,24503.289999999997,2450.3289999999997,True
CUST00410,55,Bangalore,Returning,ORD000410,00:23:04,500.0,Net Banking,8,0,Yes,Sweatshirts,SKU0410,XL,In Stock,Email Marketing,61,High,4000.0,500.0,True
CUST00411,22,Pune,Returning,ORD000411,00:51:54,1573.28,Credit Card,5,20,Yes,T-Shirts,SKU0411,XXL,In Stock,Facebook Ads,90,Low,7866.4,1258.624,False
CUST00412,46,Bangalore,Returning,ORD000412,00:45:13,5344.74,Wallet,7,0,Yes,Dresses,SKU0412,XL,In Stock,Word of Mouth,89,High,37413.18,5344.74,True
CUST00413,30,Kolkata,Returning,ORD000413,00:23:25,5062.82,UPI,8,10,Yes,T-Shirts,SKU0413,S,In Stock,Email Marketing,32,Low,40502.56,4556.538,True
CUST00414,38,Kolkata,Returning,ORD000414,00:39:49,1881.21,Wallet,9,15,Yes,Jackets,SKU0414,XL,In Stock,Google Ads,25,Medium,16930.89,1599.0285,True
CUST00415,38,Bangalore,Returning,ORD000415,00:12:04,3084.94,Wallet,3,10,Yes,Jeans,SKU0415,XXL,In Stock,Word of Mouth,89,Medium,9254.82,2776.446,False
CUST00416,45,Pune,Returning,ORD000416,00:48:07,4306.1,Net Banking,3,15,Yes,T-Shirts,SKU0416,S,In Stock,Email Marketing,99,Medium,12918.300000000001,3660.1850000000004,False
CUST00417,51,Bangalore,Returning,ORD000417,00:06:29,3521.94,UPI,4,50,Yes,T-Shirts,SKU0417,L,In Stock,Email Marketing,39,High,14087.76,1760.97,False
CUST00418,54,Jaipur,Returning,ORD000418,00:25:46,2089.8,Credit Card,5,0,Yes,T-Shirts,SKU0418,S,In Stock,Instagram,64,High,10449.0,2089.8,False
CUST00419,8,Delhi,New,ORD000419,00:40:11,1377.05,Credit Card,1,20,No,Shirts,SKU0419,M,In Stock,Email Marketing,58,Very Low,1377.05,1101.64,False
CUST00420,27,Jaipur,Returning,ORD000420,00:45:57,3802.15,COD,7,5,Yes,Shirts,SKU0420,S,In Stock,Word of Mouth,14,Low,26615.05,3612.0425,True
CUST00421,27,Hyderabad,Returning,ORD000421,00:33:09,4196.05,Credit Card,9,0,Yes,Dresses,SKU0421,L,In Stock,Facebook Ads,0,Low,37764.450000000004,4196.05,True
CUST00422,34,Pune,Returning,ORD000422,00:04:19,5073.55,Net Banking,8,0,Yes,Jeans,SKU0422,XL,Out of Stock,Word of Mouth,10,Medium,40588.4,5073.55,False
CUST00423,21,Pune,Returning,ORD000423,00:29:22,500.0,Wallet,5,40,Yes,T-Shirts,SKU0423,S,In Stock,Google Ads,54,Low,2500.0,300.0,False
CUST00424,30,Chennai,Returning,ORD000424,00:04:41,620.31,Wallet,4,30,Yes,T-Shirts,SKU0424,S,In Stock,Email Marketing,1,Low,2481.24,434.2169999999999,False
CUST00425,33,Mumbai,Returning,ORD000425,00:20:22,4242.89,Wallet,7,40,Yes,T-Shirts,SKU0425,S,In Stock,Email Marketing,64,Medium,29700.230000000003,2545.734,True
CUST00426,28,Hyderabad,Returning,ORD000426,00:21:16,500.0,UPI,5,50,Yes,T-Shirts,SKU0426,S,In Stock,Email Marketing,94,Low,2500.0,250.0,False
CUST00427,47,Kolkata,Returning,ORD000427,00:11:21,4357.82,Credit Card,7,0,Yes,Shirts,SKU0427,L,In Stock,Email Marketing,43,High,30504.739999999998,4357.82,True
CUST00428,33,Pune,Returning,ORD000428,00:38:44,2177.6,Net Banking,1,5,Yes,Jackets,SKU0428,XXL,In Stock,Instagram,15,Medium,2177.6,2068.72,False
CUST00429,5,Bangalore,New,ORD000429,00:09:22,1718.63,UPI,1,20,No,Jackets,SKU0429,XXL,In Stock,Instagram,21,Very Low,1718.63,1374.9040000000002,False
CUST00430,60,Hyderabad,Returning,ORD000430,00:57:40,2808.14,COD,3,10,Yes,Dresses,SKU0430,S,In Stock,Facebook Ads,17,High,8424.42,2527.326,False
CUST00431,48,Chennai,Returning,ORD000431,00:00:22,500.0,Net Banking,2,10,Yes,Sweatshirts,SKU0431,L,In Stock,Email Marketing,46,High,1000.0,450.0,False
CUST00432,19,Kolkata,Returning,ORD000432,00:51:32,3736.02,Net Banking,2,5,Yes,Jeans,SKU0432,L,In Stock,Google Ads,80,Low,7472.04,3549.2189999999996,False
CUST00433,4,Mumbai,New,ORD000433,00:32:26,5034.46,Net Banking,7,15,No,Jackets,SKU0433,S,Out of Stock,Facebook Ads,29,Very Low,35241.22,4279.291,False
CUST00434,35,Mumbai,Returning,ORD000434,00:14:03,3805.86,Wallet,2,15,Yes,T-Shirts,SKU0434,M,In Stock,Email Marketing,9,Medium,7611.72,3234.981,False
CUST00435,49,Chennai,Returning,ORD000435,00:24:41,2130.24,Net Banking,4,0,Yes,Jackets,SKU0435,S,In Stock,Instagram,98,High,8520.96,2130.24,False
CUST00436,17,Chennai,Returning,ORD000436,00:56:56,500.0,Credit Card,2,10,Yes,Dresses,SKU0436,M,In Stock,Google Ads,57,Low,1000.0,450.0,False
CUST00437,44,Bangalore,Returning,ORD000437,00:23:04,500.0,Net Banking,6,15,Yes,Sweatshirts,SKU0437,S,In Stock,Facebook Ads,61,Medium,3000.0,425.0,True
CUST00438,28,Pune,Returning,ORD000438,00:47:02,505.54,Wallet,8,15,Yes,Jackets,SKU0438,M,Out of Stock,Google Ads,84,Low,4044.32,429.709,False
CUST00439,30,Mumbai,Returning,ORD000439,00:08:07,2481.58,Net Banking,4,0,Yes,Dresses,SKU0439,M,In Stock,Email Marketing,79,Low,9926.32,2481.58,False
CUST00440,29,Kolkata,Returning,ORD000440,00:42:42,2670.1,COD,5,25,Yes,Shirts,SKU0440,S,In Stock,Word of Mouth,5,Low,13350.5,2002.5749999999998,False
CUST00441,46,Hyderabad,Returning,ORD000441,00:49:22,3802.67,COD,4,0,Yes,Sweatshirts,SKU0441,M,In Stock,Google Ads,66,High,15210.68,3802.67,False
CUST00442,53,Kolkata,Returning,ORD000442,00:46:18,500.0,Wallet,3,5,Yes,Dresses,SKU0442,XL,In Stock,Google Ads,40,High,1500.0,475.0,False
CUST00443,6,Delhi,New,ORD000443,00:04:52,4466.82,Credit Card,5,25,No,Jackets,SKU0443,XXL,In Stock,Instagram,42,Very Low,22334.1,3350.115,False
CUST00444,35,Delhi,Returning,ORD000444,00:59:17,3541.61,Credit Card,9,15,Yes,Shirts,SKU0444,L,In Stock,Email Marketing,84,Medium,31874.49,3010.3685,True
CUST00445,60,Chennai,Returning,ORD000445,00:18:33,2009.75,UPI,8,0,Yes,Dresses,SKU0445,M,Out of Stock,Google Ads,76,High,16078.0,2009.75,False
CUST00446,41,Bangalore,Returning,ORD000446,00:52:04,715.36,Wallet,8,20,Yes,Dresses,SKU0446,M,Out of Stock,Email Marketing,17,Medium,5722.88,572.288,False
CUST00447,37,Delhi,Returning,ORD000447,00:47:45,4373.71,Net Banking,8,15,Yes,Jackets,SKU0447,L,Out of Stock,Instagram,57,Medium,34989.68,3717.6535,False
CUST00448,24,Mumbai,Returning,ORD000448,00:58:12,2049.86,Wallet,8,25,Yes,Sweatshirts,SKU0448,M,In Stock,Email Marketing,59,Low,16398.88,1537.395,True
CUST00449,29,Kolkata,Returning,ORD000449,00:24:09,2469.97,UPI,7,25,Yes,Shirts,SKU0449,L,In Stock,Instagram,87,Low,17289.789999999997,1852.4775,True
CUST00450,49,Kolkata,Returning,ORD000450,00:32:58,3075.42,Wallet,8,20,Yes,T-Shirts,SKU0450,S,In Stock,Instagram,26,High,24603.36,2460.3360000000002,True
CUST00451,46,Chennai,Returning,ORD000451,00:11:10,1130.2,Wallet,8,10,Yes,Jeans,SKU0451,XL,In Stock,Facebook Ads,67,High,9041.6,1017.1800000000001,True
CUST00452,53,Pune,Returning,ORD000452,00:32:04,2076.73,UPI,8,0,Yes,Sweatshirts,SKU0452,XL,In Stock,Email Marketing,21,High,16613.84,2076.73,True
CUST00453,31,Pune,Returning,ORD000453,00:44:09,3797.98,Credit Card,7,0,Yes,Shirts,SKU0453,XXL,In Stock,Word of Mouth,23,Medium,26585.86,3797.98,True
